图片路径,子图,子图类型,子图数量
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_11.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_11.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_6.jpg,a,multi-axis chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_9.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_12.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_5.jpg,a,multi-axis chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_5.jpg,b,multi-axis chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_4.jpg,a,multi-axis chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_8.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_3.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_3.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/5/images/fig_2.jpg,a,multi spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_3.jpg,a,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_3.jpg,b,stacked spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_3.jpg,c,multiple scatter plot,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_3.jpg,d,multiple scatter plot,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_2.jpg,a,multi spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_2.jpg,b,stacked spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_2.jpg,c,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,a,conceptual diagram,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,b,multiple line chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,c,multiple line chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,d,bar chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,e,multiple line chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,f,multiple line chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,g,box plot,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,h,multi spectra chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,i,multiple scatter plot,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,j,multiple line chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_4.jpg,k,line chart,11
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_1.jpg,a,conceptual diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_1.jpg,b,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/14/images/figure_1.jpg,c,stacked spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_1.jpg,a,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_6.jpg,a,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_6.jpg,b,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_6.jpg,c,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_6.jpg,d,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_6.jpg,e,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_5.jpg,a,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_5.jpg,b,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_5.jpg,c,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_5.jpg,d,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_5.jpg,e,image panel,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_4.jpg,a,stacked spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_3.jpg,a,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/22/images/fig_2.jpg,a,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_3.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_2.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_2.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34.jpg,a,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34.jpg,b,multiple line chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34.jpg,c,multiple line chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_5.jpg,a,multi spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_5.jpg,b,multi spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_9.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_9.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_10.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_8.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_8.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_4.jpg,a,stacked spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_4.jpg,b,stacked spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_7.jpg,a,image panel,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_7.jpg,b,image panel,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_7.jpg,c,image panel,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_7.jpg,d,image panel,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_7.jpg,e,image panel,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_7.jpg,f,device structure diagram,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_6.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_6.jpg,b,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/experimental-usecase/25/images/figure_1.jpg,a,band diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_3.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/804392671053c3d965a6c80fa3f03a740d8c6c1d639eb6cf747e8301533be1bb.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_2.jpg,a,grouped bar chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_5.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_8.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_7.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_6.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/57/images/figure_1.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_1.jpg,a,apparatus diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_1.jpg,b,apparatus diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_16.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_7.jpg,a,apparatus diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_7.jpg,b,apparatus diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_10.jpg,a,image panel,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_10.jpg,b,image panel,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_10.jpg,c,image panel,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_10.jpg,d,image panel,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/37a3a22fa00063f75c2dfec274e4e445732ee1bc19ab810e090c416eadd5d937.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_11.jpg,a,heatmap,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_11.jpg,b,heatmap,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_11.jpg,c,heatmap,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/32/images/fig_11.jpg,d,heatmap,6
